time,lon,lat,speed
08:36:23,-96.3055,30.5668,24.2130
08:36:24,-96.3057,30.5670,24.3400
08:36:24,-96.3057,30.5670,24.3400
08:36:25,-96.3058,30.5671,24.4220
08:36:25,-96.3058,30.5671,24.4220
08:36:26,-96.3060,30.5673,24.5130
08:36:26,-96.3060,30.5673,24.5130
08:36:27,-96.3062,30.5674,24.5460
08:36:27,-96.3062,30.5674,24.5460
08:36:28,-96.3064,30.5676,24.6070
08:36:28,-96.3064,30.5676,24.6070
08:36:29,-96.3066,30.5677,24.5950
08:36:29,-96.3066,30.5677,24.5950
08:36:30,-96.3068,30.5679,24.5930
08:36:30,-96.3068,30.5679,24.5930
08:36:31,-96.3069,30.5680,24.5810
08:36:31,-96.3069,30.5680,24.5810
08:36:32,-96.3071,30.5682,24.5650
08:36:32,-96.3071,30.5682,24.5650
08:36:33,-96.3073,30.5684,24.4760
08:36:33,-96.3073,30.5684,24.4760
08:36:34,-96.3075,30.5685,24.3230
08:36:34,-96.3075,30.5685,24.3230
08:36:35,-96.3077,30.5687,24.1760
08:36:35,-96.3077,30.5687,24.1760
08:36:36,-96.3078,30.5688,23.9870
08:36:36,-96.3078,30.5688,23.9870
08:36:37,-96.3080,30.5690,23.5470
08:36:37,-96.3080,30.5690,23.5470
